is_gain_opportunity,pct_change_est_avg_price,pct_change_est_avg_trade_volume,sma8_pct_diff,sma21_pct_diff,sma55_pct_diff,sma89_pct_diff,sma144_pct_diff,btc_change_est_avg_price,btc_change_est_avg_trade_volume,btc_sma8_pct_diff,btc_sma21_pct_diff,btc_sma55_pct_diff,btc_sma89_pct_diff,btc_sma144_pct_diff,btc_reg3_b,btc_reg3_rsq,btc_reg3_resid,btc_reg8_b,btc_reg8_rsq,btc_reg8_resid,btc_reg21_b,btc_reg21_rsq,btc_reg21_resid
0,0.000352526,-0.263219098,-0.034793555,-0.070522016,-0.107867899,-0.122934951,-0.153582172,-0.001922848,-0.366952805,-0.008986426,-0.01687913,-0.019679075,-0.03303473,-0.046011567,0,0,0,0,0,0,-0.136403601,0.121906222,0.001454454
0,-0.013861154,0.701893243,-0.036469542,-0.077974272,-0.118002132,-0.133374626,-0.164163738,0.000876771,0.519412339,-0.005503772,-0.014918342,-0.018586953,-0.031455272,-0.044760274,0,0,0,-2.37E-14,1.05E-16,-2.91E-16,-0.217065823,0.263143286,-0.001283147
0,0.011911852,-0.030087886,-0.013800386,-0.062662517,-0.105133489,-0.121400576,-0.153151077,0.003648589,-0.500146738,0.000283175,-0.010509724,-0.014799488,-0.027231181,-0.040893144,0,0,0,0,0,0,0.360276595,0.222587619,0.006407132
0,0.011889347,-0.820985939,0.005071566,-0.047519513,-0.091759584,-0.109439486,-0.141641633,0.000613135,-0.150796824,0.002511923,-0.009116435,-0.013901539,-0.025957315,-0.039920016,2.04E-15,8.82E-16,3.47E-18,1.31E-13,4.00E-16,-1.18E-16,0.000368347,0.150764318,-1.29E-06
0,0.001744998,0.254533805,0.009525484,-0.042320258,-0.087418774,-0.106445901,-0.138506332,-7.94E-05,-0.129300545,0.002932888,-0.008518296,-0.013637519,-0.025339299,-0.039604405,0,0,0,0,0,0,0.07945096,0.031541549,-0.000763823
0,-0.003600046,-0.539812546,0.005596414,-0.04257352,-0.087918531,-0.108161211,-0.140276943,-0.000434113,-0.332932118,0.001887104,-0.008369988,-0.013718091,-0.025063173,-0.03963685,0,4.85E-16,0,0,0,0,0.144999789,0.289925348,-0.000252501
0,-0.005594406,-0.117907953,0.000351741,-0.043855047,-0.090285206,-0.111729259,-0.143670217,-0.000819051,0.171210124,0.00055685,-0.00848873,-0.014160912,-0.025225621,-0.040030336,-3.24E-14,4.67E-15,4.34E-18,-3.13E-13,7.05E-16,4.13E-16,-0.005421073,0.005828391,-0.000188744
0,-0.000468823,0.183789941,-0.000380952,-0.039886761,-0.088371793,-0.110824729,-0.142457309,0.000949536,-0.164585074,0.001153638,-0.006758863,-0.012950673,-0.023727887,-0.038712976,0,0,0,4.36E-13,3.03E-14,1.09E-15,0.007487029,0.000286481,0.000504442
0,-0.001289869,-0.325987414,-0.001728836,-0.03674079,-0.087239616,-0.110687042,-0.141991821,0.002169524,0.377773283,0.002459336,-0.00383896,-0.010613338,-0.021052951,-0.036225892,0,0,0,0,0,0,0.002726334,0.010949598,-6.40E-05
0,0.001408947,-0.087104961,-0.002281102,-0.031314362,-0.083376322,-0.108094661,-0.139200964,0.001203462,-0.046707095,0.002758111,-0.001929975,-0.009229127,-0.019333722,-0.034675533,0,0,0,7.71E-14,4.98E-16,2.64E-16,-0.052383545,0.320974697,7.51E-05
0,-0.003517411,1.006030658,-0.005848637,-0.030290003,-0.083696275,-0.109986374,-0.140660986,-0.001306339,-0.044701762,0.001161279,-0.002414949,-0.010295808,-0.020079381,-0.035512697,0,0,0,0,0,0,0.100445703,0.144745732,-0.000567102
0,0.003765149,1.915434489,-0.001156181,-0.021492615,-0.077381509,-0.105471224,-0.135799798,0.003286964,0.285468687,0.003828414,0.001619908,-0.006857359,-0.016301948,-0.031937641,0,0,0,0,0,0,0.234343247,0.530671527,0.001790418
0,0.017817372,0.390836873,0.015570427,3.29E-05,-0.058460178,-0.088416139,-0.118313674,0.004850759,0.752717791,0.007449051,0.0068839,-0.001932759,-0.011010021,-0.026874222,0,0,0,0,0,0,0.039236149,0.003852459,0.002976263
0,0.002303351,1.244132574,0.016082426,0.005529337,-0.053838472,-0.085133639,-0.114175933,-0.000363974,-0.309410772,0.00582888,0.006851896,-0.002186033,-0.010855697,-0.02685928,0,0,0,-5.57E-14,1.00E-15,-1.06E-16,0.272505326,0.242145919,-0.002201381
0,-0.01620131,-0.626535239,-0.000816898,-0.006991835,-0.066780539,-0.098770918,-0.126877168,-0.002640133,2.061724641,0.002156482,0.004673093,-0.004681326,-0.012945229,-0.029059077,0,0,0,2.82E-14,6.89E-17,-4.61E-16,0.226831297,0.074890201,-0.00447503
0,0.003503854,-0.527483696,0.001748863,0.000321565,-0.061656711,-0.094473671,-0.122271359,0.002182224,-0.407710077,0.003170664,0.00723212,-0.002497174,-0.010293059,-0.026596805,0,0,0,9.84E-14,1.87E-16,1.64E-16,0.642463749,0.382611769,0.00382923
0,0.020135009,1.138432509,0.018238848,0.022282373,-0.04107612,-0.075231212,-0.103288481,0.008648774,1.464161867,0.009844658,0.015708837,0.006022022,-0.001321407,-0.017899666,0,0,0,0,0,0,-0.160794649,0.049161899,0.00268083
0,0.011865374,1.467468575,0.025258656,0.033981416,-0.028054795,-0.063395762,-0.091435758,0.013967323,0.305896697,0.020284286,0.028524472,0.019767683,0.012926888,-0.00401907,0,0,0,0,0,0,0.015064061,0.002790691,-0.000779917
0,0.003157064,-0.53700837,0.022614293,0.035308813,-0.023291227,-0.059569571,-0.087457903,0.00492743,-0.548392421,0.020850727,0.031516134,0.024390814,0.018200938,0.0010047,-2.32E-17,1.34E-17,0,0,0,0,0.199624378,0.463643866,-0.001299786
0,-0.001123974,-0.403479003,0.016266903,0.03226325,-0.022705562,-0.057645061,-0.087468323,-0.003359131,-0.375472155,0.013855797,0.026157874,0.020633717,0.015121831,-0.002224594,0,0,0,0,0,0,-0.04403957,0.042854663,-0.000452932
0,-0.004050861,2.002034832,0.009725352,0.026146267,-0.025138239,-0.058162183,-0.090042322,-0.000942383,0.004108064,0.010084718,0.023459417,0.019375376,0.01451027,-0.003014908,0,0,0,5.13E-14,5.07E-16,-2.24E-16,-0.041026114,0.244796879,-0.000430604
0,0.010168343,0.093476168,0.01654255,0.034136952,-0.013722505,-0.046485318,-0.079694295,0.001070703,0.093777712,0.008182093,0.02268217,0.020185074,0.015928913,-0.001795353,0,3.20E-16,0,0,0,0,0.085099048,0.048895007,0.002784333
0,-0.002572419,-0.496595856,0.008823529,0.028514035,-0.014749895,-0.046864063,-0.081011315,-0.000239558,-0.195462145,0.004679476,0.020625144,0.019624165,0.016042722,-0.001857061,0,0,0,0,0,0,0.371777684,0.340421041,-0.000871194
0,0.006279435,0.147744324,0.009704368,0.032257031,-0.007201034,-0.039023279,-0.074177241,0.006683874,1.270039381,0.00755804,0.025471555,0.025958499,0.023099955,0.004961444,-4.39E-16,1.79E-16,1.73E-18,0,0,0,-0.031566776,0.004446462,0.001411464
0,0.003231558,-0.44235167,0.009587889,0.033289292,-0.002614495,-0.034260859,-0.070144775,0.003533504,-0.371421694,0.007911149,0.026972991,0.029065848,0.026942525,0.008627206,0,0,0,0,0,0,-0.108052082,0.083306163,-0.000152337
0,0.002665778,1.144806415,0.010042239,0.033693626,0.001250348,-0.03011181,-0.066678622,-0.002238858,-0.328488418,0.004474984,0.022673082,0.026300692,0.02486014,0.006520492,0,0,0,-4.05E-13,3.92E-15,-2.14E-16,0.016656472,0.275871787,-4.14E-05
0,0.018832392,1.928326907,0.024763921,0.049629093,0.020870106,-0.010866125,-0.048143784,-0.00197167,-0.115797276,0.002181314,0.018744767,0.023896586,0.023013864,0.004704,0,0,0,0,0,0,0.134112066,0.009047224,0.003296576
0,0.004131782,-0.751569953,0.024034597,0.049954552,0.025769188,-0.006157112,-0.043204829,-0.000307777,-0.430916711,0.001178448,0.016503407,0.023201439,0.022775055,0.004564424,0,0,0,7.21E-15,5.67E-18,2.43E-17,-0.192175393,0.14573879,-0.003431176
0,-0.016025988,1.22255313,0.004338095,0.030010752,0.010287163,-0.021639605,-0.057476488,-0.001237094,0.176636722,-0.000715218,0.013432988,0.021605622,0.021499338,0.003507028,0,0,0,3.09E-13,1.43E-15,-5.90E-16,-0.217565338,0.059856334,-0.003948369
